StNo,Station,Passgrs,Latit,Longit,RailCo,Line
813,関内,154708,35.445125,139.636175,東日本旅客鉄道,根岸線
814,阪東橋,5540,35.43733,139.624515,横浜市,1号線
815,阿佐ヶ谷,86192,35.704905,139.63706000000002,東日本旅客鉄道,中央線
816,雑司が谷,13638,35.7202,139.714715,東京地下鉄,13号線副都心線
817,雑色,29329,35.549775,139.715035,京浜急行電鉄,本線
818,雪が谷大塚,23202,35.591965,139.681125,東京急行電鉄,池上線
819,霞ヶ関,164272,35.736485,139.67501875,東武鉄道,東上本線
820,青井,12000,35.772,139.820245,首都圏新都市鉄道,常磐新線
821,青山一丁目,172189,35.67262,139.72379,東京都,12号線大江戸線
822,青梅街道,7217,35.730990000000006,139.47656999999998,西武鉄道,多摩湖線
823,青物横丁,42552,35.60919,139.743135,京浜急行電鉄,本線
824,青砥,45152,35.74587,139.85627,京成電鉄,本線
825,青葉台,110439,35.542855,139.5173,東京急行電鉄,田園都市線
826,面影橋,1351,35.712855,139.714675,東京都,荒川線
827,飛田給,23784,35.659985,139.52366,京王電鉄,京王線
828,飛鳥山,1530,35.750065,139.73732,東京都,荒川線
829,飯山満,16023,35.714,140.0223,東葉高速鉄道,東葉高速線
830,飯田橋,379665,35.702301000000006,139.74518200000003,東日本旅客鉄道,中央線
831,馬喰横山,106029,35.691485,139.78351500000002,東京都,10号線新宿線
832,馬喰町,48800,35.692825,139.78172,東日本旅客鉄道,総武線
833,馬橋,51613,35.81189,139.9171775,東日本旅客鉄道,常磐線
834,馬車道,33305,35.450075,139.6362,横浜高速鉄道,みなとみらい21線
835,馬込,23751,35.59598,139.71176000000003,東京都,1号線浅草線
836,馬込沢,26390,35.741655,139.992205,東武鉄道,野田線
837,駒場東大前,39119,35.65867,139.684075,京王電鉄,井の頭線
838,駒沢大学,72696,35.633035,139.66096499999998,東京急行電鉄,田園都市線
839,駒込,127778,35.7366,139.74735750000002,東日本旅客鉄道,山手線
840,高井戸,42861,35.683260000000004,139.61523,京王電鉄,井の頭線
841,高円寺,96110,35.705344999999994,139.65035,東日本旅客鉄道,中央線
842,高島平,29094,35.788934999999995,139.661295,東京都,6号線三田線
843,高島町,7316,35.458695000000006,139.62365,横浜市,3号線
844,高幡不動,71974,35.661946666666665,139.41381166666665,多摩都市モノレール,多摩都市モノレール線
845,高柳,12382,35.808305,139.99898,東武鉄道,野田線
846,高根公団,14129,35.730419999999995,140.029435,新京成電鉄,新京成線
847,高根木戸,7991,35.726605,140.034985,新京成電鉄,新京成線
848,高田馬場,878723,35.71315833333333,139.70436833333335,東日本旅客鉄道,山手線
849,高輪台,13358,35.63126,139.72981,東京都,1号線浅草線
850,鬼子母神前,2539,35.72058,139.715155,東京都,荒川線
851,鬼越,4750,35.719764999999995,139.937865,京成電鉄,本線
852,鮫洲,8996,35.60507,139.742445,京浜急行電鉄,本線
853,鰭ヶ崎,1279,35.84097,139.911115,流鉄,流山線
854,鳩ヶ谷,17900,35.830799999999996,139.73615999999998,埼玉高速鉄道,埼玉高速鉄道線
855,鴨居,75656,35.510850000000005,139.56695000000002,東日本旅客鉄道,横浜線
856,鵜の木,18163,35.575385,139.68054999999998,東京急行電鉄,東急多摩川線
857,鶯谷,47468,35.721455,139.77803,東日本旅客鉄道,東北線
858,鶴川,68185,35.583110000000005,139.48182500000001,小田急電鉄,小田原線
859,鶴瀬,42082,35.8454,139.53978999999998,東武鉄道,東上本線
860,鶴見,152890,35.5087125,139.67613,東日本旅客鉄道,東海道線
861,鶴見小野,0,35.49702,139.681275,東日本旅客鉄道,鶴見線
862,鶴見市場,18933,35.51759,139.68649,京浜急行電鉄,本線
863,鷹の台,26272,35.72301,139.46106,西武鉄道,国分寺線
864,鷺ノ宮,29677,35.722620000000006,139.63984499999998,西武鉄道,新宿線
865,鷺沼,59684,35.57928,139.572635,東京急行電鉄,田園都市線
866,鹿島田,32876,35.551455000000004,139.67498,東日本旅客鉄道,南武線
867,麹町,54843,35.684785000000005,139.73735,東京地下鉄,8号線有楽町線
868,麻布十番,77046,35.655649999999994,139.73657500000002,東京都,12号線大江戸線
869,黄金町,22551,35.439705000000004,139.62256000000002,京浜急行電鉄,本線
